,0,adin_predicted,blue_lakes_predicted,cedar_pass_predicted,css_lab_predicted,dismal_swamp_predicted,ebbetts_pass_predicted,echo_peak_predicted,fallen_leaf_predicted,hagans_meadow_predicted,heavenly_valley_predicted,independence_camp_predicted,independence_creek_predicted,independence_lake_predicted,leavitt_lake_predicted,leavitt_meadows_predicted,lobdell_lake_predicted,monitor_pass_predicted,poison_flat_predicted,rubicon_2_predicted,sonora_pass_predicted,spratt_creek_predicted,palisades_tahoe_predicted,tahoe_city_cross_predicted,truckee_2_predicted,virginia_lakes_ridge_predicted,ward_creek_3_predicted,adin,blue_lakes,burnside_lake,carson_pass,cedar_pass,css_lab,dismal_swamp,ebbetts_pass,echo_peak,fallen_leaf,hagans_meadow,heavenly_valley,independence_camp,independence_creek,independence_lake,leavitt_lake,leavitt_meadows,lobdell_lake,monitor_pass,poison_flat,rubicon_2,sonora_pass,spratt_creek,palisades_tahoe,tahoe_city_cross,truckee_2,virginia_lakes_ridge,ward_creek_3
1992-05-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,431.4,821.7,1250.6,1767.5,542.6,1172.0,740.9,925.0,1064.2,532.7,488.3,516.6,573.7,496.0,771.1,1614.5,581.7,407.5,807.7,518.3,664.5,584.9,536.0,1048.4,562.9,558.0,485.5,1084.8999999999999
1992-06-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,434.9,809.7,1269.5,1823.2,554.8,1153.5,754.2,927.6999999999999,1062.7,548.7,521.0,558.7,565.8,482.20000000000005,762.4,1688.3000000000002,589.8000000000001,418.3,865.9,523.6,687.6999999999999,613.0,542.4,1060.2,564.2,553.9,502.0,1092.2
1992-07-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,498.9,896.5,1319.4,1967.1000000000001,616.6,1270.3,862.6999999999999,1019.4,1200.7,625.5,608.1,650.4,615.8,516.0,832.3,1789.7,652.5,463.7,946.9,587.3,788.6999999999999,674.1,599.1,1187.2,627.9,607.9,549.2,1224.0
1992-08-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,507.4,911.8,1326.1,1971.6000000000001,620.0,1314.6000000000001,867.7,1044.3,1226.7,634.5,666.7,675.4,623.7,519.4,849.5,1820.3,683.2,501.7,961.0,633.8,801.6,710.9,613.0,1212.6,639.1,614.2,583.8,1236.5
1992-09-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,491.99999999999994,910.3,1286.2,1853.6,600.0,1305.0,848.0,1047.0,1205.0,622.3,684.9,681.2,617.2,518.1,828.4000000000001,1765.1999999999998,680.8,529.0,947.7,652.6,793.8,717.0,596.6,1198.5,638.5,617.1999999999999,586.5,1208.3
1992-10-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.6,18.1,109.6,94.2,23.6,13.700000000000001,27.4,22.0,42.3,19.2,8.6,8.6,3.7,9.9,6.4,18.4,11.2,6.6000000000000005,14.7,9.5,16.2,17.0,23.8,20.8,4.2,12.2,1.7,22.1
1992-11-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,129.0,118.1,313.1,144.70000000000002,178.4,205.2,271.7,151.9,204.8,100.8,82.8,83.80000000000001,71.8,82.7,118.8,242.4,83.2,33.9,33.2,60.6,122.1,81.8,97.5,218.1,93.7,114.9,30.8,247.1
1992-12-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,245.0,373.3,676.3,177.1,298.0,513.3,494.8,426.7,537.3,271.5,264.9,292.1,212.70000000000002,241.4,355.0,855.0,210.6,142.5,115.7,206.5,347.4,259.8,257.0,536.0,275.6,295.6,168.4,585.6999999999999
1993-01-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,489.5,806.6,963.5,235.70000000000002,501.8,1194.0,813.1,994.1,1136.3,692.1,598.7,655.3,551.6,597.6,890.2,1717.2,543.9,425.6,204.5,564.0,786.9,576.6,598.9,1034.4,673.2,682.5,460.8,1228.0
1993-02-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,559.4,1001.4,972.0,323.0,557.0,1436.8,912.4,1171.6,1385.7,829.3,677.3,729.5,697.3,724.1,1082.1,1853.1,656.4,510.4,374.9,689.9,966.5,685.0,709.2,1275.3,816.6,832.6,590.7,1520.7
1993-03-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,779.3,1379.7,1467.1,517.8,755.6,1961.8,1251.7,1549.6,1749.5,1033.1,905.5,1000.4,938.6,1005.0,1506.0,2113.4,878.6,683.2,549.5,927.7,1342.2,1006.1,959.7,1758.0,1111.0,1146.7,876.2,2074.4
1993-04-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,923.8,1485.6000000000001,1688.2,709.0,920.9,2150.3,1505.7,1712.5,1882.6000000000001,1092.0,982.8,1084.7,1033.0,1072.1,1607.3999999999999,2091.0,943.5,738.6,629.6,1002.1,1473.0,1195.7,1044.0,1910.7,1194.4,1210.1,929.3000000000001,2246.6
1993-05-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,1075.5,1621.3,1822.8,790.5,1081.3,2299.3,1752.5,1842.4,2028.3999999999999,1161.2,1055.3,1154.3999999999999,1118.4,1137.9,1713.6,2222.0,985.8000000000001,772.5,712.0,1071.1000000000001,1579.0,1263.5,1118.8,2055.4,1280.2,1278.2,972.8,2427.4
1993-06-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,1209.6,1658.7,1869.3,778.0,1184.9,2347.9,1839.5,1881.0,2074.7000000000003,1178.7,1071.3,1171.9,1145.3,1151.5,1747.8,2187.1,1005.1999999999999,792.3,760.2,1080.2,1624.4,1296.0,1139.1,2116.4,1296.6,1289.5,964.8000000000001,2497.5
1993-07-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,1281.6999999999998,1723.6000000000001,1994.3,806.0,1240.8,2439.7000000000003,1932.4,1971.6000000000001,2151.4,1221.3999999999999,1112.8999999999999,1218.3,1188.0,1193.5,1816.6000000000001,2283.2,1066.3999999999999,830.8000000000001,807.4,1131.5,1686.3999999999999,1354.7,1181.1000000000001,2210.1,1350.8,1336.1000000000001,998.2,2594.7000000000003
1993-08-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,1307.7,1723.6000000000001,1999.5,846.0,1262.3,2446.7,2001.1,1974.7,2151.4,1221.3999999999999,1112.8999999999999,1218.3,1195.6000000000001,1193.5,1818.1000000000001,2306.2000000000003,1066.3999999999999,830.8000000000001,812.1999999999999,1131.5,1687.9,1354.7,1181.1000000000001,2224.1,1351.6000000000001,1339.3,998.2,2594.7000000000003
1993-09-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,1288.0,1668.0,1968.2,856.3000000000001,1240.1999999999998,2381.6,1965.1,1911.0,2082.0,1182.0,1078.4,1179.0,1164.5,1156.9,1761.0,2251.5,1032.0,804.0,825.6,1095.0,1636.9,1311.0,1143.0,2160.2000000000003,1308.4,1302.7,968.6,2511.0
1993-10-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,44.4,41.2,64.2,27.5,39.6,87.2,31.3,40.9,54.7,25.7,42.1,45.400000000000006,38.9,30.900000000000002,44.199999999999996,46.300000000000004,18.8,16.0,2.0,23.6,41.5,26.6,32.9,94.0,41.800000000000004,42.0,1.5,78.0
1993-11-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,84.69999999999999,77.4,110.60000000000001,151.3,75.4,172.79999999999998,61.6,92.6,130.2,42.6,72.8,75.3,62.800000000000004,60.7,79.7,118.4,46.7,41.3,39.6,52.1,79.6,55.0,60.800000000000004,180.2,67.4,71.1,14.399999999999999,136.1
1993-12-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,164.5,205.7,130.20000000000002,537.3,178.8,433.3,201.9,246.2,321.1,142.5,159.8,179.1,149.4,166.6,247.4,371.3,105.9,97.9,130.2,117.4,186.1,139.8,124.7,383.5,152.8,174.4,69.8,339.7
1994-01-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,227.5,292.0,180.6,710.7,244.4,551.8,314.7,346.3,434.7,209.4,208.1,224.0,184.3,206.6,322.9,713.4,131.5,126.7,203.9,162.6,249.7,187.6,179.0,490.0,204.0,224.7,93.9,451.2
1994-02-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,255.6,437.4,284.9,677.8000000000001,281.3,704.7,380.1,514.8,571.7,289.5,284.9,302.2,246.9,267.7,414.59999999999997,1171.8,217.0,193.0,361.1,255.6,364.2,302.0,265.5,596.6,276.5,297.0,157.0,575.9
1994-03-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,394.3,660.0,481.9,821.6,428.0,1041.7,596.2,802.6,856.9,423.59999999999997,439.3,485.09999999999997,409.8,416.3,648.6,1615.0,366.3,304.4,495.90000000000003,425.3,575.1,479.3,405.1,879.5,438.3,483.8,285.90000000000003,894.0
1994-04-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,452.5,706.5,681.0,865.9,498.9,1079.5,666.0,869.7,917.9,435.0,473.3,537.2,426.79999999999995,425.8,669.8,1802.3,404.9,344.6,561.4,492.1,603.3,528.7,429.5,925.9,455.6,503.40000000000003,343.1,948.3
1994-05-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,590.1,809.5999999999999,761.0,956.4,676.6,1211.6000000000001,830.7,996.0,1059.1,521.0,563.8,664.1,490.8,490.8,748.7,1986.1,464.6,436.3,630.6,602.5,692.6,612.6,493.6,1067.3999999999999,529.6,568.3,429.59999999999997,1071.4
1994-06-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,639.5,807.0,764.5,950.4000000000001,724.0,1193.3999999999999,869.7,998.9999999999999,1058.5,522.0,570.0,684.8,490.7,489.0,737.7,2026.0,485.9,483.00000000000006,642.2,618.0,685.5999999999999,634.7,500.5,1082.1000000000001,532.3000000000001,567.0,476.8,1065.0
1994-07-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,670.2,834.9,794.3000000000001,993.2,750.1999999999999,1233.8,904.8000000000001,1032.3,1094.3,540.6999999999999,589.0,718.6999999999999,512.3,506.7,765.6999999999999,2112.2,503.2,499.6,674.0,638.6,709.9,659.1999999999999,520.6999999999999,1122.2,551.8000000000001,585.9,506.2,1100.5
1994-08-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,672.6999999999999,837.0,809.4,998.2,750.1999999999999,1233.8,912.0,1032.3,1099.2,542.5,589.0,728.5,517.6999999999999,508.4,765.6999999999999,2125.5,505.3,502.2,689.5,638.6,715.7,663.4,523.9,1122.2,551.8000000000001,585.9,514.6,1100.5
1994-09-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,651.0,821.5,795.0,974.4000000000001,727.9,1213.8,887.7,1005.5,1069.9,526.7,573.2,710.4,502.7,492.29999999999995,742.4,2102.7,498.8,492.7,684.6,625.4,694.8,650.5,522.4,1088.1000000000001,535.8,570.0,502.3,1067.0
1994-10-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.7,56.9,53.2,16.9,15.0,44.0,25.6,64.8,51.4,37.8,22.2,24.4,28.3,18.900000000000002,38.2,13.0,62.9,37.7,0.6,38.7,36.3,51.0,48.2,39.4,32.199999999999996,20.0,38.3,37.5
1994-11-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,122.0,239.7,154.8,55.0,152.2,302.9,203.6,277.2,336.4,211.9,159.7,167.0,154.0,118.8,175.9,155.8,179.2,116.39999999999999,22.0,167.3,195.9,199.2,189.4,304.9,171.0,135.7,128.9,318.6
1994-12-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,319.1,478.2,529.8,119.1,377.6,741.6,538.0,591.3,721.6,430.5,338.7,371.5,329.4,285.7,456.1,505.2,308.3,228.8,48.5,323.9,460.7,377.3,330.59999999999997,744.7,423.4,350.7,258.9,772.5
1995-01-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,484.90000000000003,881.5,728.1,139.0,515.0,1327.6,749.5,1033.1,1199.5,732.5,559.9,616.7,628.9,568.4,928.0,661.7,583.8,417.4,104.3,538.8,801.1,715.8,576.7,1230.3,746.1,656.7,480.7,1395.4
1995-02-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,582.7,1082.8,689.0,310.7,567.5,1608.7,874.1,1225.3,1351.9,812.2,620.0,702.9,752.8,714.1,1129.6,1060.6,693.8,483.1,218.0,636.6,961.3,840.6,666.7,1406.2,862.8,778.8,570.0,1650.6000000000001
1995-03-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,825.7,1508.3,820.5,551.6,780.3,2301.7,1205.9,1737.9,1955.1,1175.9,928.3,1037.2,1154.6,1077.4,1609.2,1455.4,1119.2,754.9,381.9,952.1,1391.5,1213.0,1042.7,1959.6,1238.2,1180.1,882.9,2365.0
1995-04-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,990.5,1850.2,849.9,643.9,903.5,2736.6,1440.2,2084.8,2330.9,1369.5,1102.0,1264.6,1394.8,1313.6,1902.7,1596.8,1343.2,933.7,391.59999999999997,1159.6,1682.1,1463.6,1285.2,2393.3,1455.6,1418.7,1044.4,2813.0
1995-05-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,1277.2,2201.9,932.0,741.0,1175.5,3182.0,1750.2,2482.8,2728.0,1620.8,1333.0,1538.8,1633.0,1512.8,2220.6,1740.3000000000002,1551.7,1092.1,449.5,1405.3,2018.0,1716.2,1560.6,2779.5,1674.8999999999999,1631.7,1187.0,3184.5
1995-06-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,1314.6,2225.6,924.5,741.0,1221.4,3128.1,1775.7,2495.6,2717.1,1620.7,1349.9,1580.3,1630.4,1507.9,2228.7,1707.4,1535.8,1161.1,452.09999999999997,1477.6,2015.2,1708.6,1591.2,2735.1,1666.5,1626.8,1196.8,3129.4
1995-07-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,1401.2,2330.6,965.1,780.6,1305.1000000000001,3251.9,1890.4,2610.6,2824.1,1688.6,1401.2,1650.6,1712.1,1584.7,2342.8,1767.5,1593.3999999999999,1221.3999999999999,468.09999999999997,1544.1999999999998,2101.7999999999997,1793.7,1673.6,2836.5,1742.2,1701.3999999999999,1246.8,3255.0
1995-08-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,1401.2,2334.2999999999997,994.6,832.5,1305.1000000000001,3251.9,1894.1000000000001,2613.2999999999997,2824.1,1689.5,1401.2,1657.8,1724.2,1590.3,2349.7999999999997,1790.3,1600.4,1223.3,481.8,1546.8999999999999,2101.7999999999997,1798.0,1674.0,2836.5,1742.2,1706.2,1249.3,3255.0
1995-09-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,1356.0,2259.0,974.3,821.5,1263.0,3147.0,1836.3,2529.0,2733.0,1635.0,1356.0,1608.0,1671.0,1539.0,2276.6000000000004,1780.2,1563.0,1191.2,493.4,1499.5,2034.0,1740.5,1620.0,2745.0,1686.0,1655.7,1209.3,3150.0
1995-10-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.4,0.0,43.2,7.300000000000001,14.8,0.0,15.0,0.8,0.0,0.0,0.0,2.1,0.0,0.0,0.0,6.9,0.0,0.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1995-11-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.4,3.7,45.9,56.7,32.4,20.8,53.5,4.6000000000000005,6.300000000000001,3.0,1.4,3.9000000000000004,9.600000000000001,5.9,6.300000000000001,122.5,3.0,0.4,59.400000000000006,1.2,3.0999999999999996,1.0,4.7,6.8999999999999995,1.3,7.300000000000001,0.8,6.6
1995-12-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,154.5,160.8,117.89999999999999,254.6,183.20000000000002,350.7,337.6,239.7,301.5,205.4,142.3,106.8,182.6,148.6,197.4,232.4,153.9,78.0,89.9,134.0,190.8,150.0,151.5,317.9,172.1,172.29999999999998,89.2,394.0
1996-01-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,325.7,399.5,150.0,320.1,402.1,735.2,699.8,548.7,694.4,432.09999999999997,325.8,281.2,347.9,315.7,417.9,422.59999999999997,313.8,190.0,144.1,297.1,431.1,337.9,322.6,708.6,382.5,361.9,217.8,827.2
1996-02-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,498.0,766.0,341.7,428.3,575.3,1306.6,978.1999999999999,973.4,1264.6,747.4,638.6,575.3,673.4,635.3,812.6,898.8000000000001,560.0,369.5,230.8,587.7,840.1,614.9,595.7,1308.5,752.0,699.4,448.5,1484.5
1996-03-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,694.3,1108.2,569.0,543.3000000000001,780.0,1860.7,1260.8,1458.5,1779.8,1056.0,957.6,897.8,983.5,931.1,1257.6,1322.4,826.2,626.8,345.4,903.8,1265.3,967.4,859.1999999999999,1828.3,1080.2,1037.3,730.8,2058.3
1996-04-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,776.9,1228.3,650.1999999999999,574.2,886.4,2044.4,1366.8,1617.3999999999999,1937.2,1138.0,1031.3,991.7,1054.3,1003.9,1403.9,1360.3,891.8000000000001,707.4,400.4,995.9,1392.5,1074.9,941.7,1962.9,1161.4,1108.1,811.8,2242.0
1996-05-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,910.9,1393.0,728.2,682.8,1011.5,2351.1,1560.3,1831.1,2185.4,1274.1,1148.8,1110.2,1210.3999999999999,1120.6,1616.6,1530.6999999999998,1018.7,769.0,471.8,1137.4,1575.9,1237.6,1073.2,2216.9,1312.2,1252.7,902.6,2569.7
1996-06-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,978.8000000000001,1439.2,729.0,710.1999999999999,1043.8,2433.0,1614.3999999999999,1877.1999999999998,2239.4,1295.8,1173.2,1131.7,1261.2,1149.0,1671.3000000000002,1525.6000000000001,1069.8,766.8,459.0,1194.0,1617.3999999999999,1286.7,1114.9,2289.9,1349.6,1273.7,909.2,2661.8999999999996
1996-07-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,1040.1000000000001,1535.6,776.7,780.8,1134.6000000000001,2562.9,1749.1,1991.2,2339.0,1368.0,1245.7,1201.3,1324.9,1191.8,1742.9,1621.3,1161.3,819.3,487.3,1265.6,1694.5,1377.9,1189.5,2386.9,1419.8,1333.5,969.4,2776.5
1996-08-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,1051.2,1540.1,843.3,790.5,1138.2,2600.6000000000004,1760.8,2015.7,2347.3,1385.0,1278.5,1235.6,1341.7,1202.4,1760.0,1629.9,1205.7,869.0,500.0,1277.7,1697.4,1426.1,1218.8,2399.3,1427.1,1344.2,1011.6999999999999,2780.5
1996-09-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,1021.5,1498.8,829.2,742.6,1123.5,2533.1,1742.6,1965.0,2280.0,1347.0,1255.0,1215.0,1324.9,1182.1,1739.7,1643.8999999999999,1182.0,858.0,492.40000000000003,1242.0,1646.3999999999999,1393.3,1191.2,2341.3,1391.5,1312.0,989.4,2700.0
1996-10-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.9,15.7,6.4,45.2,28.7,20.900000000000002,37.7,21.8,28.599999999999998,8.2,6.7,2.6,12.2,10.2,10.4,40.9,10.3,10.9,4.5,11.1,7.1,20.5,8.5,17.6,7.8,17.2,10.8,17.7
1996-11-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,60.0,151.9,46.5,213.6,146.0,196.3,236.9,173.7,316.4,157.4,104.4,75.8,128.2,93.7,125.8,163.79999999999998,136.3,98.6,36.1,117.8,134.9,161.0,107.0,245.0,134.79999999999998,118.3,133.6,246.6
1996-12-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,255.5,564.0,213.6,372.3,348.1,830.8,680.4,667.4,1089.8,586.2,417.7,365.1,452.0,452.7,510.8,240.0,503.7,341.5,242.0,440.3,564.2,524.1,428.9,1005.5,524.7,453.2,429.09999999999997,1035.6
1997-01-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,544.0,1205.6,282.9,600.5,621.1,2005.3999999999999,1227.5,1595.0,2115.8,1284.5,931.8,887.8000000000001,1076.9,1072.2,1319.2,347.8,1087.6,648.1,320.5,1034.3,1363.0,1139.8,959.7,2215.7,1143.1,1092.4,866.7,2269.8
1997-02-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,597.0,1352.3999999999999,365.3,706.4,715.1,2187.5,1338.6000000000001,1743.6,2203.7000000000003,1305.2,1007.0,987.6,1138.4,1155.1,1434.8,542.1,1185.8,732.4,320.7,1139.8,1444.6,1242.4,1047.6000000000001,2339.7999999999997,1234.7,1210.2,947.5,2379.0
1997-03-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,719.7,1501.3999999999999,495.4,972.0,874.5,2512.2,1604.1,1982.8,2462.0,1464.8,1127.5,1120.1,1293.4,1314.1,1693.2,889.6,1329.6,836.4,421.4,1283.6,1644.5,1407.5,1188.9,2683.9,1416.3,1384.0,1063.1999999999998,2717.8
1997-04-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,742.9,1486.8,528.1,1076.1,917.9,2498.3,1666.3,1974.1,2437.8,1439.0,1118.8,1111.7,1282.7,1296.8,1687.6000000000001,991.8,1309.9,837.3,445.2,1286.9,1636.0,1405.1,1170.0,2670.4,1396.6,1373.0,1049.3,2704.7
1997-05-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,852.6,1581.0,651.6,1216.3,1041.4,2685.9,1897.9,2093.0,2563.1,1512.1,1180.7,1170.7,1384.5,1358.0,1780.1,1122.4,1374.6,899.6999999999999,491.8,1374.8,1735.8,1480.3,1228.5,2838.1,1487.2,1450.7,1093.8,2883.3
1997-06-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,890.8,1588.8,693.6,1191.0,1058.5,2695.9,1931.1999999999998,2104.9,2605.4,1518.8,1219.2,1207.5,1380.6000000000001,1349.0,1786.9,1092.0,1364.9,917.9,489.0,1408.3,1772.8,1478.0,1238.6,2848.3,1485.0,1444.5,1089.8999999999999,2902.7
1997-07-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,933.6,1664.7,767.8,1230.7,1124.1000000000001,2805.5,2042.8,2206.5,2745.0,1591.1,1297.0,1290.2,1450.3,1414.5,1869.0,1147.0,1431.2,981.2,519.2,1503.8,1857.1,1549.6,1314.0,2976.1,1563.9,1520.4,1157.1,3026.5
1997-08-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,942.4,1664.7,809.0,1234.6999999999998,1138.5,2813.5,2072.6,2225.7999999999997,2771.4,1596.5,1305.1000000000001,1308.2,1472.2,1437.8,1880.2,1153.2,1480.4,988.9,535.6,1524.9,1865.5,1565.5,1357.8999999999999,2984.9,1568.6000000000001,1522.1000000000001,1202.8,3029.7
1997-09-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,932.8,1615.3,794.3000000000001,1205.6,1117.4,2754.4,2037.7,2170.0,2692.2999999999997,1550.9,1268.4,1278.6000000000001,1430.7,1397.3999999999999,1834.3,1132.9,1456.1,967.4,524.5,1485.1,1824.1,1537.8999999999999,1334.5,2890.4,1520.4,1475.3,1172.9,2936.3
1997-10-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.400000000000002,32.8,51.800000000000004,136.0,16.7,85.1,33.0,41.5,64.0,34.2,10.6,12.7,18.900000000000002,32.8,53.0,4.7,26.0,7.6000000000000005,22.900000000000002,13.899999999999999,34.5,33.6,22.1,91.19999999999999,28.0,28.6,8.3,74.8
1997-11-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,81.4,79.5,195.6,380.1,66.6,174.9,119.8,92.3,114.9,71.2,26.9,30.9,46.2,62.199999999999996,114.8,155.0,58.5,24.6,88.10000000000001,38.0,70.7,70.1,49.0,179.2,60.0,58.4,34.3,151.4
1997-12-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,209.4,274.2,401.5,542.4,224.3,464.4,307.6,316.1,333.3,211.8,128.3,131.6,182.9,194.0,342.3,636.1,187.5,111.5,213.6,148.2,226.6,210.2,154.8,450.3,208.70000000000002,199.8,161.9,417.7
1998-01-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,414.3,520.9,665.3,1048.2,445.3,877.3000000000001,607.2,592.0,692.7,387.5,305.1,305.5,351.2,328.9,609.8,842.7,317.7,208.60000000000002,383.7,280.5,454.5,396.6,301.5,831.1,404.5,376.8,275.8,856.9
1998-02-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,565.4,848.4,794.9,1470.0,684.2,1432.0,907.6,1023.6,1138.8,644.4,547.0,567.7,617.1,553.7,1001.2,861.0,584.2,444.5,368.5,511.1,815.0,688.3,521.7,1250.6,693.5,640.5,564.3,1411.1
1998-03-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,796.3000000000001,1190.6,1082.6,1978.5,917.2,1944.5,1238.4,1457.0,1600.7,908.4,788.9,800.3000000000001,871.9,774.9,1404.9,1132.6,809.7,635.3,459.9,767.9,1179.6,990.4,750.5,1709.9,974.4,912.5,793.4,1925.8
1998-04-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,914.8,1391.4,1192.3,2131.2,1027.2,2191.2,1399.4,1651.9,1827.3,1026.9,919.9,955.4,1011.2,897.0,1549.5,1213.8,896.1,725.7,520.0,912.5,1297.4,1116.7,883.8,1934.8999999999999,1097.2,1033.9,879.7,2168.6
1998-05-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,1169.4,1554.0,1335.0,2305.4,1328.0,2442.5,1652.7,1870.3,2006.6,1110.8,1048.9,1101.6,1137.1,1007.4,1710.9,1349.0,964.0,826.2,601.5,1020.2,1444.4,1222.2,973.7,2159.2,1194.3,1150.7,962.0,2373.8
1998-06-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,1336.5,1608.3,1309.7,2244.0,1492.4,2514.2,1811.9,1941.7,2071.1,1151.8,1106.9,1200.3999999999999,1192.6000000000001,1033.2,1742.4,1332.0,988.1,859.8,591.0,1066.6,1506.1000000000001,1242.8,996.1999999999999,2240.8,1227.0,1195.1,980.3000000000001,2437.3
1998-07-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,1415.4,1681.2,1354.7,2322.3,1586.6,2627.3,1931.3,2045.4,2161.2000000000003,1212.0,1164.0,1267.8999999999999,1243.1000000000001,1075.7,1814.4,1380.4,1044.7,908.4,610.6999999999999,1117.4,1589.6000000000001,1299.8999999999999,1062.3999999999999,2342.4,1287.6,1249.3,1034.7,2536.9
1998-08-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,1422.8999999999999,1684.8999999999999,1356.5,2352.2,1608.8,2647.7999999999997,1931.3,2064.6,2166.6,1227.6000000000001,1165.6000000000001,1267.8999999999999,1279.5,1083.7,1835.5,1385.7,1079.1,931.7,611.4,1124.3999999999999,1632.8,1313.4,1130.1,2384.3,1307.7,1264.6,1044.7,2556.2
1998-09-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,1380.3,1675.2,1319.8,2363.7,1570.2,2648.0,1893.7,2041.2,2149.3,1216.6,1172.3,1262.0,1333.3,1107.0,1847.5,1369.6,1082.5,985.9,609.8,1107.5,1640.8,1326.4,1144.3,2388.3,1326.3,1299.2,1045.0,2573.2000000000003
1998-10-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.1,5.2,151.2,3.1999999999999997,10.1,17.6,14.4,5.9,16.6,4.699999999999999,6.2,5.4,8.2,7.0,8.200000000000001,4.5,9.4,11.8,0.0,7.7,2.8,7.2,5.6,7.6000000000000005,4.9,3.7,2.8,12.9
1998-11-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,114.8,100.3,303.8,113.7,130.9,198.3,171.2,123.0,164.3,68.7,79.0,78.2,80.4,79.7,127.2,216.39999999999998,61.9,58.7,56.4,75.3,106.2,78.2,61.6,176.2,74.6,97.7,49.3,172.5
